ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed
8077,38,blue-collar,married,primary,no,6843,no,no,unknown,2,jun,89,1,-1,0,unknown,no
1867,30,blue-collar,single,secondary,no,18,no,no,unknown,9,may,395,1,-1,0,unknown,no
8040,32,services,married,secondary,no,109,yes,no,unknown,2,jun,364,13,-1,0,unknown,no
35379,50,services,married,primary,no,5024,yes,yes,cellular,7,may,661,1,267,11,other,yes
516,49,entrepreneur,married,secondary,no,167,yes,yes,unknown,6,may,198,3,-1,0,unknown,no
34886,34,management,divorced,tertiary,no,-401,yes,no,cellular,6,may,378,1,-1,0,unknown,no
5127,32,technician,married,secondary,no,4174,yes,no,unknown,21,may,314,2,-1,0,unknown,no
17602,42,admin.,single,secondary,no,150,no,yes,cellular,29,jul,135,2,-1,0,unknown,no
44746,62,retired,married,secondary,no,2801,yes,yes,cellular,9,sep,261,1,183,1,success,yes
7175,56,admin.,married,secondary,no,1504,yes,no,unknown,29,may,66,2,-1,0,unknown,no
23968,31,management,married,tertiary,no,8312,no,no,cellular,29,aug,43,13,-1,0,unknown,no
15944,51,technician,divorced,secondary,yes,-113,no,yes,cellular,22,jul,314,4,-1,0,unknown,no
18512,42,blue-collar,married,primary,no,517,yes,no,cellular,31,jul,101,7,-1,0,unknown,no
11627,47,unemployed,divorced,secondary,no,176,no,no,unknown,19,jun,91,2,-1,0,unknown,no
22212,60,blue-collar,married,secondary,no,0,no,no,cellular,21,aug,111,2,-1,0,unknown,no
16047,36,admin.,married,tertiary,no,0,yes,no,cellular,22,jul,62,1,-1,0,unknown,no
27756,43,entrepreneur,divorced,tertiary,no,626,yes,no,cellular,28,jan,72,1,167,2,failure,no
8980,39,technician,married,secondary,no,9121,no,no,unknown,5,jun,147,1,-1,0,unknown,no
34746,35,management,married,tertiary,no,0,yes,yes,cellular,6,may,113,1,351,1,other,no
43752,30,technician,single,secondary,no,3144,no,no,cellular,19,may,212,2,-1,0,unknown,yes
30013,32,technician,divorced,secondary,no,202,yes,no,cellular,4,feb,429,1,201,1,failure,no
14120,38,entrepreneur,married,primary,no,-21,yes,no,cellular,11,jul,50,2,-1,0,unknown,no
28037,42,technician,divorced,tertiary,no,802,no,no,telephone,28,jan,119,2,-1,0,unknown,no
637,52,blue-collar,divorced,primary,yes,-183,yes,no,unknown,6,may,145,1,-1,0,unknown,no
28907,66,housemaid,married,secondary,no,1929,no,no,cellular,2,feb,169,1,-1,0,unknown,no
44963,34,admin.,married,secondary,no,247,no,no,cellular,8,oct,401,2,-1,0,unknown,yes
21567,60,technician,married,secondary,no,-410,no,no,cellular,19,aug,143,2,-1,0,unknown,no
19234,38,management,married,tertiary,no,184,no,no,cellular,6,aug,224,2,-1,0,unknown,no
18132,52,management,divorced,tertiary,no,0,yes,yes,cellular,30,jul,278,3,-1,0,unknown,no
14888,48,retired,single,primary,no,119,no,yes,cellular,16,jul,177,1,-1,0,unknown,no
26193,32,technician,married,tertiary,no,4654,yes,yes,cellular,20,nov,276,1,128,2,failure,yes
35301,31,technician,single,secondary,no,77,yes,no,cellular,7,may,229,1,-1,0,unknown,no
10035,49,blue-collar,married,secondary,no,59,yes,no,unknown,9,jun,154,10,-1,0,unknown,no
5025,27,technician,married,secondary,no,2183,yes,yes,unknown,21,may,857,1,-1,0,unknown,yes
43404,54,technician,single,tertiary,no,118,no,no,cellular,5,apr,280,1,-1,0,unknown,yes
193,55,management,married,tertiary,no,73,yes,no,unknown,5,may,142,2,-1,0,unknown,no
38448,30,services,single,tertiary,no,717,yes,yes,cellular,15,may,116,1,-1,0,unknown,no
5214,30,services,single,secondary,no,399,yes,yes,unknown,23,may,158,3,-1,0,unknown,no
34044,32,admin.,divorced,secondary,no,4,yes,no,cellular,30,apr,48,1,-1,0,unknown,no
16859,27,blue-collar,single,secondary,no,2074,no,yes,cellular,25,jul,203,2,-1,0,unknown,no
6358,33,management,single,tertiary,no,0,no,no,unknown,27,may,277,1,-1,0,unknown,no
32867,35,blue-collar,married,unknown,no,520,yes,no,cellular,17,apr,476,1,-1,0,unknown,yes
4169,29,services,single,secondary,no,146,yes,no,unknown,19,may,104,2,-1,0,unknown,no
5373,43,technician,divorced,secondary,no,353,yes,no,unknown,23,may,153,1,-1,0,unknown,no
31281,21,blue-collar,single,secondary,no,682,no,no,cellular,6,mar,266,1,-1,0,unknown,yes
44461,33,student,married,secondary,no,1536,no,no,cellular,6,aug,258,2,178,4,success,yes
11379,57,retired,single,secondary,no,630,no,no,unknown,19,jun,276,1,-1,0,unknown,no
25076,44,management,married,tertiary,no,3603,yes,no,cellular,18,nov,198,1,-1,0,unknown,no
7610,29,admin.,married,secondary,no,396,yes,no,unknown,30,may,205,2,-1,0,unknown,no
11940,50,technician,married,secondary,no,1088,yes,no,unknown,20,jun,179,21,-1,0,unknown,no
16234,49,services,married,secondary,no,702,no,yes,cellular,23,jul,194,1,-1,0,unknown,no
23054,37,management,single,tertiary,no,9,no,no,cellular,26,aug,484,2,-1,0,unknown,no
9280,55,blue-collar,married,primary,no,2171,no,no,unknown,5,jun,138,2,-1,0,unknown,no
24324,45,technician,married,secondary,no,1415,yes,no,cellular,17,nov,483,1,116,1,failure,no
24827,36,technician,married,secondary,no,154,yes,no,cellular,18,nov,231,1,96,2,other,no
15022,49,technician,married,tertiary,no,80,no,no,cellular,17,jul,123,1,-1,0,unknown,no
32616,33,services,single,secondary,no,48,yes,no,cellular,17,apr,303,1,-1,0,unknown,no
1768,32,blue-collar,married,secondary,yes,-1,yes,no,unknown,9,may,653,1,-1,0,unknown,yes
17517,41,technician,married,tertiary,no,354,no,no,cellular,29,jul,95,5,-1,0,unknown,no
10307,57,retired,single,secondary,no,5305,no,no,unknown,12,jun,192,1,-1,0,unknown,no
43263,52,unemployed,married,secondary,no,1416,no,no,cellular,10,mar,436,2,182,1,success,yes
18644,46,management,married,unknown,no,876,yes,no,cellular,31,jul,11,3,-1,0,unknown,no
39140,36,blue-collar,married,secondary,no,-73,yes,yes,cellular,18,may,15,8,-1,0,unknown,no
34212,47,technician,married,secondary,no,335,no,no,cellular,4,may,417,1,76,1,success,yes
13666,47,technician,married,secondary,no,-3,no,yes,unknown,9,jul,197,1,-1,0,unknown,no
12034,60,management,married,tertiary,no,3895,no,yes,unknown,20,jun,28,8,-1,0,unknown,no
19606,50,housemaid,married,primary,no,152,no,no,cellular,7,aug,107,4,-1,0,unknown,no
42513,34,services,married,secondary,no,1337,no,no,cellular,17,dec,330,2,127,3,success,yes
5378,52,admin.,divorced,secondary,no,-209,yes,yes,unknown,23,may,161,1,-1,0,unknown,no
34238,39,services,married,secondary,no,8876,no,no,cellular,4,may,106,1,91,2,failure,no
7025,37,admin.,married,secondary,no,-107,yes,no,unknown,28,may,158,2,-1,0,unknown,no
24954,35,admin.,married,secondary,yes,0,yes,yes,cellular,18,nov,17,1,-1,0,unknown,no
15621,33,technician,married,secondary,no,3071,yes,yes,cellular,21,jul,323,1,-1,0,unknown,no
43535,31,admin.,single,secondary,no,81,yes,no,cellular,23,apr,215,2,165,11,other,no
44030,35,unemployed,married,secondary,no,978,no,no,cellular,29,jun,660,2,182,6,success,yes
43316,86,retired,married,primary,no,1817,no,no,cellular,16,mar,272,3,-1,0,unknown,no
30060,54,blue-collar,married,secondary,no,688,yes,no,cellular,4,feb,379,2,-1,0,unknown,no
28405,33,management,single,tertiary,no,-144,no,no,cellular,29,jan,348,1,-1,0,unknown,no
30081,32,services,married,primary,no,218,yes,no,cellular,4,feb,177,3,-1,0,unknown,no
44053,39,blue-collar,married,primary,no,1,yes,no,unknown,1,jul,165,1,745,2,failure,no
40149,34,blue-collar,single,secondary,no,215,no,no,cellular,5,jun,329,1,94,3,success,no
29232,33,entrepreneur,married,tertiary,no,606,yes,no,cellular,2,feb,194,1,-1,0,unknown,no
22136,36,technician,married,secondary,no,1130,no,no,cellular,21,aug,223,8,-1,0,unknown,no
32541,38,admin.,single,secondary,no,245,yes,yes,cellular,17,apr,71,2,345,2,success,no
39029,39,blue-collar,single,primary,no,656,yes,no,cellular,18,may,190,6,-1,0,unknown,no
40042,33,technician,single,secondary,no,781,yes,no,cellular,3,jun,266,1,27,1,failure,no
23137,56,admin.,married,secondary,no,370,no,no,cellular,26,aug,128,12,-1,0,unknown,no
3056,44,management,married,tertiary,no,474,yes,yes,unknown,14,may,183,4,-1,0,unknown,no
9266,35,blue-collar,married,secondary,no,860,yes,no,unknown,5,jun,884,4,-1,0,unknown,yes
35190,33,management,married,tertiary,no,29,yes,no,cellular,7,may,549,1,-1,0,unknown,no
31089,27,self-employed,single,tertiary,no,516,no,no,cellular,16,feb,57,1,-1,0,unknown,no
3183,58,management,married,tertiary,no,44,yes,no,unknown,15,may,288,2,-1,0,unknown,no
42388,32,entrepreneur,married,secondary,no,390,no,no,cellular,30,nov,152,1,-1,0,unknown,no
10072,54,technician,married,secondary,no,2500,no,no,unknown,11,jun,62,2,-1,0,unknown,no
28240,32,technician,single,secondary,no,540,no,yes,cellular,29,jan,750,1,-1,0,unknown,yes
12980,40,management,divorced,secondary,no,-626,yes,no,cellular,7,jul,140,4,-1,0,unknown,no
5797,55,blue-collar,married,secondary,no,-473,yes,no,unknown,26,may,233,1,-1,0,unknown,no
43452,35,technician,married,secondary,no,2201,no,no,telephone,12,apr,350,1,-1,0,unknown,yes
38988,35,self-employed,single,tertiary,no,0,yes,yes,cellular,18,may,185,1,-1,0,unknown,no
39509,32,services,single,secondary,no,152,yes,no,cellular,25,may,158,2,-1,0,unknown,yes
15241,50,technician,divorced,secondary,no,8016,no,no,cellular,17,jul,903,4,-1,0,unknown,no
10417,35,blue-collar,married,tertiary,no,2999,no,no,unknown,12,jun,1141,6,-1,0,unknown,yes
22596,46,housemaid,married,primary,no,304,no,no,cellular,22,aug,166,5,-1,0,unknown,no
6793,27,technician,married,secondary,no,1577,yes,yes,unknown,28,may,266,2,-1,0,unknown,no
13484,36,admin.,single,secondary,no,47,no,yes,cellular,9,jul,36,6,-1,0,unknown,no
14186,35,services,married,tertiary,no,260,yes,no,cellular,11,jul,134,2,-1,0,unknown,no
1018,39,admin.,married,secondary,no,367,yes,no,unknown,7,may,106,1,-1,0,unknown,no
24696,35,technician,divorced,tertiary,no,825,yes,no,cellular,17,nov,273,2,-1,0,unknown,no
20711,52,blue-collar,married,primary,no,2488,no,no,cellular,13,aug,176,2,-1,0,unknown,no
29178,40,services,married,secondary,no,683,yes,no,cellular,2,feb,299,2,-1,0,unknown,no
25308,34,services,married,secondary,no,184,yes,no,cellular,18,nov,87,1,-1,0,unknown,no
40552,59,management,married,tertiary,no,281,no,no,cellular,8,jul,430,2,-1,0,unknown,no
23956,49,blue-collar,married,secondary,no,0,no,no,cellular,29,aug,66,17,-1,0,unknown,no
36268,39,blue-collar,married,primary,no,1506,yes,no,cellular,11,may,299,2,-1,0,unknown,no
18536,56,technician,divorced,tertiary,no,1593,yes,no,cellular,31,jul,434,4,-1,0,unknown,no
14109,34,blue-collar,married,secondary,no,406,no,yes,cellular,11,jul,113,2,-1,0,unknown,no
23880,48,technician,divorced,secondary,no,105,no,no,cellular,29,aug,520,2,-1,0,unknown,no
35000,48,services,married,secondary,no,2597,yes,no,cellular,6,may,182,2,355,1,failure,no
39259,28,services,single,secondary,no,129,yes,no,cellular,18,may,32,2,-1,0,unknown,no
7410,35,blue-collar,married,secondary,no,807,yes,no,unknown,29,may,1185,3,-1,0,unknown,no
19990,38,management,married,tertiary,no,484,yes,no,cellular,8,aug,173,8,-1,0,unknown,no
29098,43,services,married,unknown,no,790,no,no,cellular,2,feb,126,1,-1,0,unknown,no
36193,42,technician,single,secondary,no,-853,yes,no,cellular,11,may,189,1,-1,0,unknown,no
26706,37,blue-collar,divorced,secondary,no,33,yes,no,cellular,20,nov,106,2,167,1,failure,no
26695,59,retired,married,secondary,no,2467,no,no,cellular,20,nov,972,2,-1,0,unknown,no
11198,47,retired,married,primary,no,490,yes,no,unknown,18,jun,55,10,-1,0,unknown,no
37098,31,self-employed,single,tertiary,no,1536,yes,no,cellular,13,may,388,1,-1,0,unknown,no
35881,39,management,single,tertiary,no,1143,yes,no,cellular,8,may,89,6,-1,0,unknown,no
22929,61,management,married,tertiary,no,7935,no,no,cellular,26,aug,427,17,-1,0,unknown,no
211,38,blue-collar,married,secondary,no,-390,yes,no,unknown,5,may,287,1,-1,0,unknown,no
19008,30,management,married,tertiary,no,1908,no,no,cellular,5,aug,222,1,-1,0,unknown,no
43014,36,technician,married,tertiary,no,341,no,no,cellular,12,feb,419,2,183,1,success,yes
41696,30,technician,single,secondary,no,158,no,no,cellular,6,oct,144,1,-1,0,unknown,yes
32480,34,management,single,tertiary,no,872,yes,no,cellular,17,apr,81,1,345,2,failure,no
41525,82,unknown,divorced,unknown,no,0,no,no,telephone,9,sep,277,5,-1,0,unknown,no
27607,46,technician,married,secondary,no,15120,no,no,cellular,21,nov,27,3,108,3,other,no
39496,30,admin.,married,secondary,no,1165,no,no,cellular,25,may,205,1,35,2,failure,no
23089,43,technician,married,secondary,no,10,no,no,cellular,26,aug,301,16,-1,0,unknown,no
13439,59,management,divorced,primary,no,133,yes,no,cellular,9,jul,206,1,-1,0,unknown,no
2216,48,blue-collar,married,secondary,no,684,yes,yes,unknown,12,may,139,1,-1,0,unknown,no
40980,60,retired,married,secondary,no,523,no,no,cellular,13,aug,192,3,-1,0,unknown,yes
8293,38,blue-collar,married,primary,no,1495,yes,no,unknown,2,jun,74,3,-1,0,unknown,no
8818,27,management,single,tertiary,yes,-713,yes,no,unknown,4,jun,525,2,-1,0,unknown,yes
37783,54,blue-collar,married,primary,no,316,yes,no,cellular,14,may,240,1,-1,0,unknown,no
10843,57,housemaid,married,primary,no,1870,no,no,unknown,17,jun,129,1,-1,0,unknown,no
3679,40,admin.,married,secondary,no,2,yes,no,unknown,16,may,29,1,-1,0,unknown,no
41102,82,retired,married,secondary,no,276,no,no,telephone,17,aug,199,1,-1,0,unknown,yes
6761,53,services,divorced,secondary,no,-905,yes,no,unknown,28,may,213,1,-1,0,unknown,no
9482,36,services,divorced,secondary,no,1594,no,no,unknown,6,jun,250,3,-1,0,unknown,no
31138,39,technician,married,secondary,no,4101,yes,no,cellular,18,feb,146,2,264,1,other,yes
25632,32,technician,single,tertiary,no,360,no,no,cellular,19,nov,164,2,-1,0,unknown,no
3321,45,admin.,divorced,secondary,no,660,yes,no,unknown,15,may,71,2,-1,0,unknown,no
16532,53,technician,married,secondary,no,944,yes,no,cellular,23,jul,799,4,-1,0,unknown,no
9767,39,blue-collar,single,primary,no,1530,yes,no,unknown,9,jun,140,1,-1,0,unknown,no
5610,31,unemployed,married,secondary,no,57,yes,yes,unknown,23,may,104,5,-1,0,unknown,no
6228,29,services,single,tertiary,no,2564,yes,no,unknown,27,may,306,2,-1,0,unknown,no
37836,45,blue-collar,married,secondary,no,87,yes,no,cellular,14,may,96,1,360,3,failure,no
21895,39,management,married,tertiary,no,5060,yes,no,cellular,20,aug,157,4,-1,0,unknown,no
35811,52,blue-collar,married,secondary,no,372,yes,no,cellular,8,may,478,1,-1,0,unknown,no
20268,55,housemaid,married,primary,no,578,no,no,cellular,11,aug,189,2,-1,0,unknown,no
9916,40,technician,divorced,secondary,no,-1,no,no,unknown,9,jun,24,1,-1,0,unknown,no
6679,28,blue-collar,single,secondary,no,1849,yes,no,unknown,28,may,204,1,-1,0,unknown,no
40337,57,entrepreneur,married,tertiary,no,0,no,no,telephone,18,jun,390,15,-1,0,unknown,no
30244,49,management,married,primary,no,363,no,no,cellular,5,feb,160,2,-1,0,unknown,no
12718,51,self-employed,married,secondary,yes,34,no,yes,cellular,7,jul,200,1,-1,0,unknown,no
9161,55,blue-collar,married,secondary,no,660,no,no,unknown,5,jun,348,1,-1,0,unknown,no
40988,76,retired,married,primary,no,3324,no,no,cellular,13,aug,227,2,192,1,failure,yes
25046,50,blue-collar,divorced,primary,no,155,yes,yes,cellular,18,nov,58,1,-1,0,unknown,no
2514,45,entrepreneur,divorced,tertiary,no,0,yes,no,unknown,13,may,170,1,-1,0,unknown,no
28068,27,student,single,secondary,no,585,no,no,cellular,28,jan,180,3,-1,0,unknown,no
17157,31,management,single,tertiary,no,949,yes,no,cellular,28,jul,52,7,-1,0,unknown,no
13485,44,management,married,tertiary,no,368,no,no,cellular,9,jul,73,3,-1,0,unknown,no
30473,31,student,single,unknown,no,643,no,no,cellular,5,feb,82,4,-1,0,unknown,no
42151,69,technician,married,tertiary,no,482,no,no,cellular,4,nov,101,1,-1,0,unknown,no
44766,24,admin.,single,secondary,no,166,no,no,cellular,10,sep,256,2,-1,0,unknown,yes
15914,40,services,married,secondary,no,939,yes,no,cellular,22,jul,87,3,-1,0,unknown,no
41048,46,unemployed,single,tertiary,no,44,no,no,cellular,14,aug,225,1,-1,0,unknown,yes
27921,45,management,married,tertiary,no,1874,no,no,cellular,28,jan,207,1,-1,0,unknown,no
30926,34,admin.,married,secondary,no,764,no,no,cellular,9,feb,89,2,-1,0,unknown,no
29157,40,technician,married,secondary,no,504,yes,no,cellular,2,feb,96,1,266,1,failure,no
23108,51,services,married,primary,no,10150,yes,no,cellular,26,aug,157,5,-1,0,unknown,no
1920,31,services,married,secondary,no,0,no,yes,unknown,9,may,81,6,-1,0,unknown,no
16342,30,blue-collar,single,secondary,no,163,yes,yes,cellular,23,jul,123,2,-1,0,unknown,no
12310,38,services,married,secondary,no,-140,no,no,unknown,25,jun,456,3,-1,0,unknown,no
39989,55,management,divorced,tertiary,no,2383,no,no,cellular,3,jun,591,2,-1,0,unknown,yes
12185,35,management,married,tertiary,no,2316,no,no,unknown,20,jun,8,3,-1,0,unknown,no
10173,58,technician,married,primary,no,139,no,no,unknown,11,jun,103,1,-1,0,unknown,no
19316,30,management,married,tertiary,no,1119,no,no,cellular,6,aug,199,7,-1,0,unknown,no
44032,29,student,single,secondary,no,808,no,no,cellular,29,jun,189,1,362,1,other,no
43227,39,services,married,secondary,no,53,no,no,unknown,5,mar,257,1,394,1,failure,yes
9160,33,housemaid,divorced,secondary,no,-18,yes,no,unknown,5,jun,27,8,-1,0,unknown,no
3750,31,blue-collar,married,secondary,no,92,yes,no,unknown,16,may,688,1,-1,0,unknown,yes
46,36,admin.,single,primary,no,-171,yes,no,unknown,5,may,242,1,-1,0,unknown,no
22988,30,management,single,tertiary,no,15,no,yes,cellular,26,aug,252,2,-1,0,unknown,no
13721,57,management,married,tertiary,no,1410,yes,no,cellular,10,jul,185,1,-1,0,unknown,no
30445,45,services,married,secondary,no,925,yes,no,cellular,5,feb,118,2,232,4,other,no
27501,34,management,married,tertiary,no,5195,no,no,cellular,21,nov,25,3,-1,0,unknown,no
31948,36,management,married,tertiary,no,1,yes,yes,cellular,13,apr,84,2,-1,0,unknown,no
9798,36,management,divorced,tertiary,no,7821,no,no,unknown,9,jun,217,1,-1,0,unknown,no
45005,29,self-employed,single,tertiary,no,1579,no,no,cellular,13,oct,190,1,92,5,success,yes
22679,58,blue-collar,married,unknown,no,9,no,no,cellular,25,aug,50,23,-1,0,unknown,no
35904,41,unemployed,single,secondary,no,75,yes,no,cellular,8,may,103,2,344,1,failure,no
43784,28,student,single,secondary,no,1925,no,no,cellular,25,may,252,1,88,4,failure,yes
1132,48,admin.,married,secondary,no,5,yes,no,unknown,7,may,697,2,-1,0,unknown,no
21234,59,retired,married,primary,no,574,no,no,cellular,18,aug,197,6,-1,0,unknown,no
21986,35,management,married,tertiary,no,24,yes,no,cellular,20,aug,174,2,-1,0,unknown,no
8796,25,management,single,tertiary,no,493,yes,no,unknown,4,jun,301,1,-1,0,unknown,no
36118,40,housemaid,married,primary,no,4904,yes,no,cellular,11,may,248,1,356,1,failure,no
12173,45,admin.,married,unknown,no,1783,no,no,unknown,20,jun,11,11,-1,0,unknown,no
24049,32,management,married,tertiary,no,9214,no,yes,unknown,18,oct,71,1,-1,0,unknown,no
28057,33,admin.,married,unknown,no,664,no,no,cellular,28,jan,294,3,-1,0,unknown,no
16835,33,admin.,single,secondary,no,61,no,no,cellular,24,jul,286,4,-1,0,unknown,no
28917,29,admin.,single,secondary,no,124,no,no,cellular,2,feb,94,1,5,2,other,no
3743,30,admin.,married,secondary,no,67,yes,no,unknown,16,may,149,1,-1,0,unknown,no
36210,39,blue-collar,married,secondary,no,1403,no,no,cellular,11,may,214,8,326,2,failure,no
42518,31,management,single,tertiary,no,596,no,no,cellular,17,dec,184,6,196,2,failure,no
39602,28,admin.,single,tertiary,no,336,no,no,cellular,26,may,135,1,-1,0,unknown,no
41333,34,blue-collar,married,secondary,no,1464,yes,no,cellular,28,aug,207,3,130,5,other,yes
29420,36,services,single,secondary,no,774,yes,no,cellular,3,feb,231,2,259,1,failure,no
44151,29,self-employed,single,tertiary,no,1579,no,no,cellular,13,jul,178,1,181,4,success,yes
36565,32,blue-collar,married,primary,no,1176,no,no,cellular,12,may,104,5,-1,0,unknown,no
39501,28,admin.,single,secondary,no,707,yes,no,cellular,25,may,226,1,-1,0,unknown,yes
4023,38,blue-collar,married,primary,no,-326,yes,no,unknown,16,may,237,3,-1,0,unknown,no
12070,53,self-employed,divorced,secondary,no,1287,no,no,unknown,20,jun,12,3,-1,0,unknown,no
6363,36,admin.,married,secondary,no,234,yes,no,unknown,27,may,219,1,-1,0,unknown,no
42366,37,management,married,tertiary,no,4842,yes,no,cellular,25,nov,170,1,-1,0,unknown,no
21620,53,services,married,secondary,no,139,yes,no,cellular,19,aug,28,17,-1,0,unknown,no
20060,41,management,married,tertiary,no,2127,no,no,cellular,8,aug,120,7,-1,0,unknown,no
11562,36,admin.,married,secondary,no,4011,no,no,unknown,19,jun,10,16,-1,0,unknown,no
22979,54,technician,married,tertiary,no,446,no,no,cellular,26,aug,67,6,-1,0,unknown,no
33551,49,management,married,tertiary,no,603,yes,no,cellular,20,apr,590,3,-1,0,unknown,no
30612,41,unemployed,married,primary,no,-117,yes,no,telephone,6,feb,117,6,-1,0,unknown,no
4529,35,admin.,married,secondary,no,-130,yes,no,unknown,20,may,224,1,-1,0,unknown,no
11570,41,blue-collar,single,tertiary,no,6025,no,no,unknown,19,jun,559,1,-1,0,unknown,no
44727,38,admin.,married,secondary,no,0,yes,no,cellular,8,sep,210,1,92,3,success,yes
17727,45,services,married,secondary,no,-158,yes,no,telephone,29,jul,340,1,-1,0,unknown,no
41304,57,management,divorced,unknown,no,854,no,no,cellular,27,aug,700,4,92,1,failure,yes
6362,30,technician,single,secondary,no,1359,yes,no,unknown,27,may,298,1,-1,0,unknown,no
16375,48,blue-collar,married,primary,no,-460,no,no,cellular,23,jul,135,1,-1,0,unknown,no
33464,32,technician,married,secondary,no,1214,yes,no,cellular,20,apr,53,1,-1,0,unknown,no
5633,53,admin.,married,secondary,no,7598,yes,no,unknown,23,may,27,7,-1,0,unknown,no
31492,38,blue-collar,single,secondary,no,2422,yes,no,cellular,1,apr,257,2,-1,0,unknown,no
20529,45,blue-collar,married,primary,no,1951,no,no,cellular,12,aug,73,2,-1,0,unknown,no
44563,28,admin.,single,secondary,no,1408,no,no,cellular,13,aug,166,1,78,2,failure,no
5044,39,technician,married,secondary,no,4444,yes,no,unknown,21,may,244,1,-1,0,unknown,no
20657,32,management,single,tertiary,no,1310,no,no,cellular,12,aug,418,3,-1,0,unknown,no
16137,50,technician,divorced,secondary,no,-556,yes,yes,cellular,22,jul,270,2,-1,0,unknown,no
37797,37,admin.,divorced,secondary,no,141,yes,no,cellular,14,may,233,1,-1,0,unknown,no
38675,45,services,single,secondary,no,1378,yes,no,cellular,15,may,25,5,372,2,failure,no
32437,33,technician,married,tertiary,no,67,yes,no,cellular,16,apr,137,2,-1,0,unknown,no
18896,35,management,single,tertiary,no,837,no,no,cellular,4,aug,329,1,-1,0,unknown,no
34085,25,student,single,secondary,no,2354,no,no,cellular,30,apr,149,1,84,7,success,no
43076,53,technician,married,secondary,no,4807,no,no,telephone,19,feb,255,3,-1,0,unknown,no
33505,45,services,single,secondary,no,1757,yes,no,cellular,20,apr,1010,3,326,1,other,no
18922,47,blue-collar,married,primary,no,1452,yes,yes,cellular,4,aug,166,2,-1,0,unknown,no
42783,33,technician,married,tertiary,no,1699,no,no,cellular,28,jan,202,1,83,3,success,yes
24190,44,management,married,tertiary,no,6203,yes,yes,cellular,17,nov,58,1,188,1,failure,no
9569,57,entrepreneur,married,tertiary,no,1114,no,no,unknown,6,jun,139,2,-1,0,unknown,no
27777,53,unemployed,single,secondary,no,6248,no,no,cellular,28,jan,885,1,-1,0,unknown,no
7125,31,blue-collar,married,secondary,no,283,yes,yes,unknown,29,may,37,3,-1,0,unknown,no
9838,59,retired,divorced,tertiary,no,1197,yes,no,unknown,9,jun,329,4,-1,0,unknown,no
18967,55,technician,married,secondary,no,445,no,no,cellular,4,aug,99,2,-1,0,unknown,no
10236,38,services,divorced,primary,no,188,no,no,unknown,11,jun,597,10,-1,0,unknown,no
5398,30,services,married,secondary,no,2,no,yes,unknown,23,may,50,3,-1,0,unknown,no
21284,43,management,divorced,tertiary,no,-173,no,yes,cellular,18,aug,119,7,-1,0,unknown,no
18615,44,admin.,married,secondary,no,598,no,no,cellular,31,jul,88,5,-1,0,unknown,no
5975,40,blue-collar,married,secondary,no,5880,yes,no,unknown,26,may,125,6,-1,0,unknown,no
1780,33,blue-collar,married,secondary,no,1790,yes,yes,unknown,9,may,143,1,-1,0,unknown,no
38391,29,admin.,single,secondary,no,405,yes,no,cellular,15,may,84,1,345,1,other,no
43910,30,technician,single,secondary,no,2371,no,no,cellular,14,jun,661,1,384,2,other,yes
18185,51,services,married,secondary,no,-437,no,yes,cellular,30,jul,130,3,-1,0,unknown,no
33045,33,blue-collar,single,secondary,no,476,yes,yes,cellular,17,apr,544,3,333,2,failure,no
34952,29,technician,single,tertiary,no,2203,yes,no,cellular,6,may,1131,2,-1,0,unknown,no
3390,40,management,single,tertiary,no,157,yes,no,unknown,15,may,68,2,-1,0,unknown,no
20190,31,management,single,tertiary,no,15,no,no,cellular,11,aug,119,2,-1,0,unknown,no
22541,55,management,divorced,tertiary,no,1598,no,no,cellular,22,aug,607,4,-1,0,unknown,no
6173,27,admin.,married,secondary,no,1475,yes,no,unknown,27,may,472,1,-1,0,unknown,no
12271,36,blue-collar,married,secondary,no,56,no,no,unknown,24,jun,481,6,-1,0,unknown,no
24106,60,blue-collar,married,secondary,no,1801,no,no,telephone,29,oct,167,1,-1,0,unknown,no
25549,31,technician,single,tertiary,no,1881,no,no,cellular,19,nov,145,1,-1,0,unknown,no
885,37,management,single,tertiary,yes,45,yes,no,unknown,7,may,204,1,-1,0,unknown,no
8044,57,retired,married,primary,yes,-1480,yes,no,unknown,2,jun,319,5,-1,0,unknown,no
11179,60,retired,divorced,primary,no,1582,no,yes,unknown,18,jun,159,1,-1,0,unknown,no
5456,39,services,married,secondary,no,104,yes,no,unknown,23,may,138,6,-1,0,unknown,no
14210,38,blue-collar,married,secondary,no,84,no,yes,telephone,11,jul,328,2,-1,0,unknown,no
9340,56,services,married,primary,no,444,yes,no,unknown,6,jun,432,1,-1,0,unknown,no
21053,30,management,married,tertiary,no,4022,no,no,cellular,14,aug,214,2,-1,0,unknown,no
35041,36,technician,single,secondary,no,634,yes,no,cellular,6,may,281,2,250,2,failure,no
1189,36,blue-collar,married,secondary,no,-206,yes,no,unknown,8,may,177,2,-1,0,unknown,no
41982,82,housemaid,divorced,primary,no,1381,no,no,cellular,27,oct,156,1,-1,0,unknown,no
32912,47,services,divorced,primary,no,91,yes,no,cellular,17,apr,473,2,339,1,failure,no
30723,54,management,married,tertiary,no,5927,no,no,cellular,6,feb,256,2,-1,0,unknown,no
13980,33,admin.,married,secondary,no,89,no,no,telephone,10,jul,524,3,-1,0,unknown,no
